Q,ID,TOOL,expected,predicted,ID/OOD DAIV,loss daiv,loss selforacle,ass 1,ass 2,ID/OOD Human,misclass human 1,misclass human 2,misclass Humans,ID/OOD Selforacle 9999,tool_y,ID/OOD DeepSVDD,svdd scores,tool_y.1,ID/OOD LLM,ID/OOD LLM2,ID/OOD Selforacle 999,ID/OOD LLM3
11,sv_39_e5_p1,sv,5,1,id,2189.23413085938,0.13385387,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0051412284374237,mnist_sv,ood,id,id,ood
12,sv_4_e5_p8,sv,5,8,id,1898.44934082031,0.2135186999999999,Digit 8,Digit 8,id,0,0,no,id,mnist_sv,id,-0.0716694742441177,mnist_sv,id,ood,id,id
13,sv_40_e5_p3,sv,5,3,id,1828.6516113281305,0.23398961,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0002640187740325,mnist_sv,id,id,id,id
13,sv_41_e5_p1,sv,5,1,id,2311.83837890625,0.14180498,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.055642083287239,mnist_sv,id,id,id,id
14,sv_42_e5_p7,sv,5,7,id,2175.8056640625,0.14030388,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0146118700504302,mnist_sv,id,id,id,id
14,sv_43_e5_p2,sv,5,2,id,1930.0695800781305,0.16886775,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0542042404413223,mnist_sv,id,ood,id,id
15,sv_44_e5_p3,sv,5,3,id,1190.35400390625,0.21327712,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0734141841530799,mnist_sv,id,id,id,id
15,sv_45_e5_p4,sv,5,4,id,1910.01306152344,0.20915724,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0348666459321975,mnist_sv,id,id,id,id
16,sv_46_e5_p3,sv,5,3,id,2123.74096679688,0.1921119,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0162344872951507,mnist_sv,id,ood,id,id
16,sv_47_e5_p1,sv,5,1,ood,-4512.6875,0.15474032,Digit 5,Not a digit,?,1,0,,id,mnist_sv,id,0.1007678806781768,mnist_sv,id,id,id,id
17,sv_48_e5_p7,sv,5,7,id,1797.77819824219,0.18220703,Digit 9,Digit 9,id,0,0,no,id,mnist_sv,id,-0.0138569623231887,mnist_sv,id,ood,id,id
17,sv_49_e5_p6,sv,5,6,id,1469.11376953125,0.22270903,Digit 0,Digit 5,id,0,1,,id,mnist_sv,id,-0.034287229180336,mnist_sv,ood,id,id,ood
12,sv_5_e5_p1,sv,5,1,id,2133.00805664063,0.14632171,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,ood,0.2280015349388122,mnist_sv,id,ood,id,id
18,sv_50_e5_p7,sv,5,7,id,1984.11108398438,0.18079215,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0681481584906578,mnist_sv,id,ood,id,id
18,sv_51_e5_p3,sv,5,3,id,2102.07885742188,0.15706718,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0503263100981712,mnist_sv,id,ood,id,id
19,sv_52_e5_p9,sv,5,9,id,1858.84094238281,0.23319386,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0776838213205337,mnist_sv,id,ood,id,id
19,sv_53_e5_p8,sv,5,8,id,1942.48413085938,0.1724367,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.1608076691627502,mnist_sv,id,id,id,id
20,sv_54_e5_p3,sv,5,3,id,1629.1608886718802,0.2344227,Digit 5,Digit 3,id,1,0,,id,mnist_sv,id,0.0061247050762176,mnist_sv,id,id,id,id
20,sv_55_e5_p1,sv,5,1,id,1944.59509277344,0.14919606,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,ood,0.3511001169681549,mnist_sv,id,ood,id,id
21,sv_56_e5_p0,sv,5,0,id,1203.49255371094,0.19995348,Not a digit,Digit 5,?,0,1,,id,mnist_sv,id,0.0698551535606384,mnist_sv,ood,id,id,ood
21,sv_57_e5_p9,sv,5,9,id,2196.52319335938,0.17149647,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0103179663419723,mnist_sv,id,ood,id,id
22,sv_58_e5_p3,sv,5,3,id,2021.76599121094,0.19675776,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0322017967700958,mnist_sv,ood,ood,id,ood
22,sv_59_e5_p3,sv,5,3,id,1778.47058105469,0.19456121,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0705936998128891,mnist_sv,id,ood,id,id
23,sv_6_e5_p0,sv,5,0,id,1504.10363769531,0.27440444,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0105869024991989,mnist_sv,id,ood,id,id
24,sv_60_e5_p4,sv,5,4,id,1958.71740722656,0.20752506,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0421415418386459,mnist_sv,id,ood,id,id
24,sv_61_e5_p7,sv,5,7,id,2083.37915039063,0.15800202,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0100491046905517,mnist_sv,id,id,id,id
25,sv_62_e5_p3,sv,5,3,id,1610.46667480469,0.21596216,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0953095406293869,mnist_sv,id,ood,id,id
25,sv_63_e5_p7,sv,5,7,id,1995.80541992188,0.14808618,Digit 5,Not a digit,?,1,0,,id,mnist_sv,id,0.0448895990848541,mnist_sv,id,ood,id,id
26,sv_64_e5_p8,sv,5,8,id,1942.05407714844,0.21580599,Digit 8,Digit 8,id,0,0,no,id,mnist_sv,id,-0.0408778339624404,mnist_sv,id,id,id,id
26,sv_65_e5_p0,sv,5,0,id,1475.50280761719,0.27077588,Digit 6,Digit 5,id,0,1,,id,mnist_sv,id,0.0056191980838775,mnist_sv,id,ood,id,id
27,sv_66_e5_p1,sv,5,1,id,1753.41809082031,0.1443487999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0313835889101028,mnist_sv,id,ood,id,id
27,sv_67_e5_p9,sv,5,9,id,1860.36608886719,0.26520878,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0705753937363624,mnist_sv,id,ood,id,id
28,sv_68_e5_p4,sv,5,4,id,2106.70141601563,0.2164126,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0383372753858566,mnist_sv,id,ood,id,id
28,sv_69_e5_p3,sv,5,3,id,1864.3576660156305,0.20548509,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.042670726776123,mnist_sv,id,ood,id,id
23,sv_7_e5_p4,sv,5,4,id,2000.60205078125,0.19325243,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0031809508800506,mnist_sv,id,id,id,id
29,sv_70_e5_p3,sv,5,3,id,2005.0734863281305,0.22414589,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0381679683923721,mnist_sv,id,ood,id,id
29,sv_71_e5_p3,sv,5,3,id,1739.7570800781302,0.18910038,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0448900461196899,mnist_sv,id,id,id,id
30,sv_72_e5_p3,sv,5,3,id,2000.2734375,0.16087621,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0138731300830841,mnist_sv,id,ood,id,id
30,sv_73_e5_p6,sv,5,6,ood,-3468.033203125,0.25193357,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.1137144118547439,mnist_sv,id,id,id,id
31,sv_74_e5_p3,sv,5,3,id,2181.31372070313,0.22258729,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0794841349124908,mnist_sv,id,ood,id,id
31,sv_75_e5_p3,sv,5,3,id,765.821533203125,0.16676211,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0971538722515106,mnist_sv,id,ood,id,id
32,sv_76_e5_p1,sv,5,1,id,2475.31298828125,0.12293024,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,ood,0.2446507215499878,mnist_sv,id,id,id,id
32,sv_77_e5_p3,sv,5,3,id,1753.49792480469,0.19805065,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0314810425043106,mnist_sv,id,id,id,id
33,sv_78_e5_p8,sv,5,8,id,2042.90344238281,0.16355224,Digit 4,Digit 5,id,0,1,,id,mnist_sv,id,-0.0526766180992126,mnist_sv,id,id,id,id
33,sv_79_e5_p9,sv,5,9,id,1641.87255859375,0.24178961,Digit 9,Digit 3,id,0,0,no,id,mnist_sv,id,0.0444013774394989,mnist_sv,id,ood,id,id
34,sv_8_e5_p4,sv,5,4,id,2008.95678710938,0.20651875,Digit 5,Digit 6,id,1,0,,id,mnist_sv,id,-0.0010790526866912,mnist_sv,id,ood,id,id
35,sv_80_e5_p2,sv,5,2,id,1989.39831542969,0.14991456,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,ood,0.2796686291694641,mnist_sv,id,ood,id,ood
35,sv_81_e5_p3,sv,5,3,id,1392.79895019531,0.32740086,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0329199731349945,mnist_sv,ood,ood,id,ood
36,sv_82_e5_p1,sv,5,1,id,2332.5859375,0.14727728,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.1360871791839599,mnist_sv,ood,id,id,id
36,sv_83_e5_p1,sv,5,1,id,2016.73815917969,0.10509814,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.1453363001346588,mnist_sv,ood,id,id,ood
37,sv_84_e5_p1,sv,5,1,id,1962.93957519531,0.15790467,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0383515208959579,mnist_sv,id,id,id,id
37,sv_85_e5_p2,sv,5,2,id,1082.7392578125,0.2239862999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0469089299440383,mnist_sv,id,id,id,id
38,sv_86_e5_p9,sv,5,9,id,2098.27709960938,0.19742852,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0738994777202606,mnist_sv,id,ood,id,id
38,sv_87_e5_p3,sv,5,3,id,819.1041870117191,0.18852603,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0734168589115142,mnist_sv,id,id,id,id
39,sv_88_e5_p6,sv,5,6,id,1555.77844238281,0.20854579,Digit 5,Digit 0,id,1,0,,id,mnist_sv,id,-0.0110727995634078,mnist_sv,id,ood,id,id
39,sv_89_e5_p9,sv,5,9,id,1973.26049804688,0.21304849,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0515289977192878,mnist_sv,id,ood,id,id
34,sv_9_e5_p1,sv,5,1,id,2301.53784179688,0.13910425,Digit 5,Digit 6,id,1,0,,id,mnist_sv,id,-0.0066983401775359,mnist_sv,id,id,id,id
40,sv_90_e5_p3,sv,5,3,id,1923.35729980469,0.18203722,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.1109215915203094,mnist_sv,id,ood,id,id
40,sv_91_e5_p0,sv,5,0,id,1729.927734375,0.24117017,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0833047330379486,mnist_sv,id,ood,id,id
41,sv_92_e5_p3,sv,5,3,id,1686.0441894531302,0.21181338,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0781152471899986,mnist_sv,id,id,id,id
41,sv_93_e5_p3,sv,5,3,id,1446.05773925781,0.21811496,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0671240389347076,mnist_sv,id,id,id,id
42,sv_94_e5_p3,sv,5,3,id,2152.43920898438,0.15437724,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0581084191799163,mnist_sv,id,id,id,id
42,sv_95_e5_p3,sv,5,3,id,2489.3369140625,0.12775034,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0292431712150573,mnist_sv,id,ood,id,id
43,sv_96_e5_p4,sv,5,4,id,729.826416015625,0.20429096,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0538786649703979,mnist_sv,id,id,id,id
43,sv_97_e5_p3,sv,5,3,id,1843.40893554688,0.1874043,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.079048179090023,mnist_sv,id,id,id,id
44,sv_98_e5_p1,sv,5,1,id,2246.50244140625,0.13244684,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0969652235507965,mnist_sv,id,id,id,id
44,sv_99_e5_p1,sv,5,1,id,2133.1513671875,0.13783552,Digit 4,Digit 5,id,0,1,,id,mnist_sv,id,-0.0829081013798713,mnist_sv,id,id,id,id
